lead_id,source_code,category code
lead_25920,source1,source1_4
lead_25921,source5,
lead_25922,source1,source1_4
lead_25923,source1,source1_15
lead_25924,source1,source1_4
lead_25925,source1,source1_4
lead_25926,source1,source1_3
lead_25927,source1,source1_7
lead_25928,source1,source1_3
lead_25929,source2,source2_4
lead_25930,source1,source1_4
lead_25931,source1,source1_7
lead_25932,source5,
lead_25933,source5,
lead_25934,source5,
lead_25935,source1,source1_7
lead_25936,source1,source1_4
lead_25937,source1,source1_7
lead_25938,source1,source1_3
lead_25939,source1,source1_6
lead_25940,source1,source1_6
lead_25941,source1,source1_6
lead_25942,source2,source2_4
lead_25943,source1,source1_3
lead_25944,source1,source1_6
lead_25945,source1,source1_7
lead_25946,source1,source1_10
lead_25947,source1,source1_6
lead_25948,source5,
lead_25949,source1,source1_2
lead_25950,source1,source1_7
lead_25951,source1,source1_7
lead_25952,source1,source1_7
lead_25953,source1,source1_2
lead_25954,source1,source1_6
lead_25955,source1,source1_3
lead_25956,source5,
lead_25957,source1,source1_8
lead_25958,source1,source1_7
lead_25959,source1,source1_10
lead_25960,source1,source1_3
lead_25961,source2,source2_4
lead_25962,source1,source1_6
lead_25963,source1,source1_7
lead_25964,source1,source1_6
lead_25965,source1,source1_4
lead_25966,source1,source1_2
lead_25967,source1,source1_4
lead_25968,source5,
lead_25969,source1,source1_6
lead_25970,source1,source1_4
lead_25971,source1,source1_7
lead_25972,source1,source1_4
lead_25973,source1,source1_7
lead_25974,source1,source1_6
lead_25975,source1,source1_7
lead_25976,source1,source1_6
lead_25977,source1,source1_3
lead_25978,source1,source1_6
lead_25979,source1,source1_6
lead_25980,source1,source1_6
lead_25981,source1,source1_36
lead_25982,source1,source1_6
lead_25983,source1,source1_11
lead_25984,source1,source1_3
lead_25985,source1,source1_2
lead_25986,source1,source1_6
lead_25987,source1,source1_7
lead_25988,source1,source1_4
lead_25989,source1,source1_6
lead_25990,source2,source2_4
lead_25991,source1,source1_8
lead_25992,source1,source1_2
lead_25993,source1,source1_7
lead_25994,source1,source1_6
lead_25995,source2,source2_4
lead_25996,source1,source1_7
lead_25997,source1,source1_11
lead_25998,source1,source1_6
lead_25999,source1,source1_4
lead_26000,source1,source1_6
lead_26001,source1,source1_6
lead_26002,source2,source2_4
lead_26003,source1,source1_35
lead_26004,source1,source1_7
lead_26005,source1,source1_7
lead_26006,source5,
lead_26007,source5,
lead_26008,source5,
lead_26009,source1,source1_3
lead_26010,source1,source1_6
lead_26011,source2,source2_4
lead_26012,source1,source1_6
lead_26013,source1,source1_7
lead_26014,source2,source2_4
lead_26015,source1,source1_7
lead_26016,source1,source1_3
lead_26017,source1,source1_6
lead_26018,source1,source1_10
lead_26019,source1,source1_3
lead_26020,source1,source1_3
lead_26021,source1,source1_4
lead_26022,source1,source1_3
lead_26023,source1,source1_1
lead_26024,source1,source1_7
lead_26025,source1,source1_3
lead_26026,source1,source1_7
lead_26027,source1,source1_6
lead_26028,source2,source2_4
lead_26029,source1,source1_4
lead_26030,source1,source1_7
lead_26031,source2,source2_4
lead_26032,source1,source1_7
lead_26033,source1,source1_15
lead_26034,source1,source1_3
lead_26035,source1,source1_2
lead_26036,source1,source1_7
lead_26037,source1,source1_6
lead_26038,source1,source1_6
lead_26039,source1,source1_3
lead_26040,source1,source1_3
lead_26041,source1,source1_4
lead_26042,source1,source1_7
lead_26043,source5,
lead_26044,source2,source2_4
lead_26045,source1,source1_2
lead_26046,source2,source2_4
lead_26047,source1,source1_6
lead_26048,source1,source1_24
lead_26049,source1,source1_4
lead_26050,source1,source1_6
lead_26051,source1,source1_4
lead_26052,source5,
lead_26053,source1,source1_10
lead_26054,source1,source1_6
lead_26055,source1,source1_7
lead_26056,source1,source1_7
lead_26057,source1,source1_7
lead_26058,source1,source1_26
lead_26059,source1,source1_2
lead_26060,source1,source1_10
lead_26061,source1,source1_6
lead_26062,source1,source1_7
lead_26063,source1,source1_2
lead_26064,source1,source1_1
lead_26065,source1,source1_7
lead_26066,source1,source1_7
lead_26067,source1,source1_3
lead_26068,source1,source1_7
lead_26069,source1,source1_6
lead_26070,source5,
lead_26071,source1,source1_4
lead_26072,source5,
lead_26073,source1,source1_3
lead_26074,source1,source1_7
lead_26075,source1,source1_2
lead_26076,source1,source1_3
lead_26077,source1,source1_3
lead_26078,source1,source1_1
lead_26079,source1,source1_7
lead_26080,source1,source1_3
lead_26081,source1,source1_7
lead_26082,source5,
lead_26083,source1,source1_2
lead_26084,source1,source1_7
lead_26085,source1,source1_7
lead_26086,source1,source1_6
lead_26087,source1,source1_7
lead_26088,source5,
lead_26089,source1,source1_22
lead_26090,source1,source1_7
lead_26091,source2,source2_4
lead_26092,source1,source1_6
lead_26093,source5,
lead_26094,source1,source1_3
lead_26095,source2,source2_4
lead_26096,source2,source2_4
lead_26097,source5,
lead_26098,source1,source1_18
lead_26099,source1,source1_7
lead_26100,source1,source1_7
lead_26101,source1,source1_6
lead_26102,source1,source1_3
lead_26103,source1,source1_2
lead_26104,source2,source2_4
lead_26105,source1,source1_4
lead_26106,source2,source2_4
lead_26107,source1,source1_6
lead_26108,source1,source1_7
lead_26109,source1,source1_4
lead_26110,source1,source1_7
lead_26111,source1,source1_7
lead_26112,source1,source1_6
lead_26113,source1,source1_33
lead_26114,source1,source1_2
lead_26115,source5,
lead_26116,source1,source1_3
lead_26117,source1,source1_6
lead_26118,source1,source1_3
lead_26119,source1,source1_4
lead_26120,source1,source1_7
lead_26121,source1,source1_7
lead_26122,source2,source2_4
lead_26123,source1,source1_7
lead_26124,source2,source2_4
lead_26125,source1,source1_7
lead_26126,source1,source1_6
lead_26127,source1,source1_7
lead_26128,source2,source2_4
lead_26129,source1,source1_11
lead_26130,source2,source2_4
lead_26131,source5,
lead_26132,source5,
lead_26133,source1,source1_6
lead_26134,source1,source1_7
lead_26135,source1,source1_2
lead_26136,source1,source1_7
lead_26137,source1,source1_43
lead_26138,source2,source2_4
lead_26139,source1,source1_3
lead_26140,source1,source1_7
lead_26141,source1,source1_10
lead_26142,source1,source1_6
lead_26143,source1,source1_6
lead_26144,source1,source1_4
lead_26145,source5,
lead_26146,source1,source1_3
lead_26147,source1,source1_2
lead_26148,source1,source1_1
lead_26149,source2,source2_4
lead_26150,source1,source1_4
lead_26151,source1,source1_7
lead_26152,source1,source1_6
lead_26153,source1,source1_2
lead_26154,source1,source1_4
lead_26155,source1,source1_6
lead_26156,source1,source1_3
lead_26157,source1,source1_2
lead_26158,source5,
lead_26159,source1,source1_3
lead_26160,source1,source1_8
lead_26161,source1,source1_3
lead_26162,source1,source1_7
lead_26163,source5,
lead_26164,source1,source1_7
lead_26165,source1,source1_3
lead_26166,source1,source1_7
lead_26167,source1,source1_7
lead_26168,source1,source1_3
lead_26169,source1,source1_3
lead_26170,source1,source1_7
lead_26171,source1,source1_7
lead_26172,source2,source2_4
lead_26173,source5,
lead_26174,source1,source1_3
lead_26175,source3,source3_6
lead_26176,source5,
lead_26177,source1,source1_6
lead_26178,source3,source3_4
lead_26179,source1,source1_7
lead_26180,source1,source1_10
lead_26181,source1,source1_2
lead_26182,source1,source1_6
lead_26183,source1,source1_6
lead_26184,source1,source1_7
lead_26185,source1,source1_2
lead_26186,source1,source1_7
lead_26187,source1,source1_6
lead_26188,source1,source1_3
lead_26189,source3,source3_6
lead_26190,source1,source1_3
lead_26191,source1,source1_2
lead_26192,source2,source2_4
lead_26193,source1,source1_2
lead_26194,source5,
lead_26195,source5,
lead_26196,source1,source1_4
lead_26197,source5,
lead_26198,source1,source1_6
lead_26199,source1,source1_1
lead_26200,source1,source1_2
lead_26201,source1,source1_6
lead_26202,source2,source2_2
lead_26203,source1,source1_6
lead_26204,source3,source3_6
lead_26205,source2,source2_4
lead_26206,source2,source2_4
lead_26207,source1,source1_7
lead_26208,source1,source1_6
lead_26209,source1,source1_4
lead_26210,source2,source2_4
lead_26211,source1,source1_3
lead_26212,source1,source1_6
lead_26213,source1,source1_7
lead_26214,source1,source1_6
lead_26215,source1,source1_7
lead_26216,source1,source1_6
lead_26217,source1,source1_3
lead_26218,source1,source1_6
lead_26219,source1,source1_7
lead_26220,source1,source1_4
lead_26221,source1,source1_4
lead_26222,source1,source1_7
lead_26223,source1,source1_7
lead_26224,source1,source1_6
lead_26225,source1,source1_2
lead_26226,source1,source1_3
lead_26227,source1,source1_7
lead_26228,source1,source1_11
lead_26229,source1,source1_4
lead_26230,source1,source1_4
lead_26231,source5,
lead_26232,source1,source1_6
lead_26233,source1,source1_4
lead_26234,source1,source1_6
lead_26235,source1,source1_2
lead_26236,source1,source1_7
lead_26237,source1,source1_3
lead_26238,source1,source1_3
lead_26239,source1,source1_2
lead_26240,source2,source2_4
lead_26241,source1,source1_8
lead_26242,source1,source1_7
lead_26243,source1,source1_3
lead_26244,source1,source1_10
lead_26245,source1,source1_7
lead_26246,source1,source1_2
lead_26247,source2,source2_4
lead_26248,source1,source1_11
lead_26249,source1,source1_6
lead_26250,source1,source1_8
lead_26251,source1,source1_7
lead_26252,source1,source1_7
lead_26253,source1,source1_7
lead_26254,source1,source1_6
lead_26255,source1,source1_3
lead_26256,source2,source2_4
lead_26257,source1,source1_6
lead_26258,source5,
lead_26259,source1,source1_6
lead_26260,source2,source2_4
lead_26261,source1,source1_7
lead_26262,source1,source1_6
lead_26263,source1,source1_6
lead_26264,source1,source1_6
lead_26265,source1,source1_6
lead_26266,source1,source1_6
lead_26267,source5,
lead_26268,source1,source1_6
lead_26269,source1,source1_7
lead_26270,source1,source1_6
lead_26271,source1,source1_2
lead_26272,source1,source1_7
lead_26273,source1,source1_7
lead_26274,source1,source1_6
lead_26275,source1,source1_4
lead_26276,source1,source1_3
lead_26277,source2,source2_4
lead_26278,source1,source1_4
lead_26279,source1,source1_1
lead_26280,source1,source1_7
lead_26281,source1,source1_7
lead_26282,source1,source1_2
lead_26283,source1,source1_7
lead_26284,source2,source2_4
lead_26285,source1,source1_3
lead_26286,source1,source1_3
lead_26287,source1,source1_6
lead_26288,source1,source1_7
lead_26289,source1,source1_2
lead_26290,source3,source3_6
lead_26291,source1,source1_6
lead_26292,source2,source2_3
lead_26293,source1,source1_7
lead_26294,source1,source1_7
lead_26295,source1,source1_7
lead_26296,source1,source1_7
lead_26297,source1,source1_11
lead_26298,source1,source1_7
lead_26299,source1,source1_3
lead_26300,source5,
lead_26301,source1,source1_3
lead_26302,source1,source1_6
lead_26303,source2,source2_4
lead_26304,source1,source1_7
lead_26305,source2,source2_4
lead_26306,source1,source1_3
lead_26307,source1,source1_4
lead_26308,source1,source1_8
lead_26309,source1,source1_3
lead_26310,source1,source1_3
lead_26311,source1,source1_26
lead_26312,source2,source2_4
lead_26313,source1,source1_7
lead_26314,source1,source1_3
lead_26315,source1,source1_7
lead_26316,source2,source2_4
lead_26317,source1,source1_4
lead_26318,source5,
lead_26319,source1,source1_7
lead_26320,source1,source1_7
lead_26321,source1,source1_3
lead_26322,source1,source1_3
lead_26323,source1,source1_7
lead_26324,source2,source2_4
lead_26325,source5,
lead_26326,source1,source1_3
lead_26327,source2,source2_4
lead_26328,source1,source1_3
lead_26329,source1,source1_7
lead_26330,source1,source1_4
lead_26331,source1,source1_4
lead_26332,source1,source1_6
lead_26333,source1,source1_3
lead_26334,source1,source1_3
lead_26335,source1,source1_2
lead_26336,source1,source1_15
lead_26337,source1,source1_4
lead_26338,source1,source1_3
lead_26339,source5,
lead_26340,source1,source1_3
lead_26341,source1,source1_2
lead_26342,source5,
lead_26343,source1,source1_6
lead_26344,source1,source1_2
lead_26345,source1,source1_6
lead_26346,source1,source1_6
lead_26347,source1,source1_6
lead_26348,source1,source1_6
lead_26349,source1,source1_7
lead_26350,source1,source1_6
lead_26351,source2,source2_4
lead_26352,source1,source1_10
lead_26353,source1,source1_6
lead_26354,source1,source1_2
lead_26355,source1,source1_6
lead_26356,source1,source1_7
lead_26357,source1,source1_7
lead_26358,source1,source1_3
lead_26359,source1,source1_2
lead_26360,source1,source1_7
lead_26361,source1,source1_7
lead_26362,source2,source2_1
lead_26363,source1,source1_3
lead_26364,source1,source1_6
lead_26365,source1,source1_10
lead_26366,source1,source1_6
lead_26367,source1,source1_2
lead_26368,source1,source1_7
lead_26369,source1,source1_7
lead_26370,source1,source1_1
lead_26371,source1,source1_7
lead_26372,source1,source1_24
lead_26373,source1,source1_2
lead_26374,source1,source1_4
lead_26375,source1,source1_4
lead_26376,source1,source1_7
lead_26377,source1,source1_7
lead_26378,source1,source1_2
lead_26379,source1,source1_7
lead_26380,source5,
lead_26381,source2,source2_4
lead_26382,source2,source2_4
lead_26383,source1,source1_7
lead_26384,source1,source1_7
lead_26385,source1,source1_3
lead_26386,source5,
lead_26387,source5,
lead_26388,source1,source1_6
lead_26389,source1,source1_3
lead_26390,source1,source1_4
lead_26391,source1,source1_4
lead_26392,source1,source1_7
lead_26393,source1,source1_3
lead_26394,source1,source1_6
lead_26395,source1,source1_4
lead_26396,source1,source1_6
lead_26397,source1,source1_6
lead_26398,source1,source1_1
lead_26399,source1,source1_10
lead_26400,source1,source1_7
lead_26401,source1,source1_6
lead_26402,source1,source1_2
lead_26403,source1,source1_7
lead_26404,source2,source2_4
lead_26405,source5,
lead_26406,source1,source1_4
lead_26407,source1,source1_7
lead_26408,source1,source1_4
lead_26409,source1,source1_2
lead_26410,source1,source1_4
lead_26411,source2,source2_4
lead_26412,source1,source1_3
lead_26413,source1,source1_7
lead_26414,source2,source2_4
lead_26415,source1,source1_6
lead_26416,source5,
lead_26417,source1,source1_6
lead_26418,source1,source1_7
lead_26419,source1,source1_7
lead_26420,source1,source1_7
lead_26421,source1,source1_31
lead_26422,source5,
lead_26423,source1,source1_26
lead_26424,source1,source1_7
lead_26425,source1,source1_40
lead_26426,source1,source1_7
lead_26427,source1,source1_7
lead_26428,source1,source1_7
lead_26429,source1,source1_4
lead_26430,source1,source1_7
lead_26431,source5,
lead_26432,source1,source1_4
lead_26433,source1,source1_2
lead_26434,source1,source1_7
lead_26435,source1,source1_3
lead_26436,source3,source3_3
lead_26437,source1,source1_4
lead_26438,source1,source1_3
lead_26439,source1,source1_6
lead_26440,source2,source2_1
lead_26441,source1,source1_4
lead_26442,source1,source1_3
lead_26443,source1,source1_7
lead_26444,source5,
lead_26445,source1,source1_3
lead_26446,source1,source1_7
lead_26447,source1,source1_24
lead_26448,source1,source1_6
lead_26449,source1,source1_4
lead_26450,source2,source2_4
lead_26451,source1,source1_6
lead_26452,source1,source1_7
lead_26453,source1,source1_7
lead_26454,source1,source1_6
lead_26455,source1,source1_3
lead_26456,source1,source1_7
lead_26457,source1,source1_7
lead_26458,source1,source1_3
lead_26459,source1,source1_4
lead_26460,source1,source1_6
lead_26461,source2,source2_4
lead_26462,source1,source1_7
lead_26463,source1,source1_22
lead_26464,source2,source2_4
lead_26465,source1,source1_3
lead_26466,source4,source4_2
lead_26467,source1,source1_6
lead_26468,source1,source1_6
lead_26469,source1,source1_1
lead_26470,source1,source1_7
lead_26471,source1,source1_6
lead_26472,source1,source1_7
lead_26473,source1,source1_6
lead_26474,source1,source1_6
lead_26475,source1,source1_4
lead_26476,source1,source1_4
lead_26477,source1,source1_7
lead_26478,source1,source1_7
lead_26479,source1,source1_2
lead_26480,source1,source1_7
lead_26481,source1,source1_6
lead_26482,source1,source1_6
lead_26483,source5,
lead_26484,source1,source1_3
lead_26485,source1,source1_1
lead_26486,source1,source1_6
lead_26487,source1,source1_2
lead_26488,source3,source3_6
lead_26489,source1,source1_3
lead_26490,source1,source1_2
lead_26491,source1,source1_4
lead_26492,source1,source1_10
lead_26493,source1,source1_7
lead_26494,source1,source1_3
lead_26495,source1,source1_7
lead_26496,source5,
lead_26497,source1,source1_6
lead_26498,source1,source1_2
lead_26499,source1,source1_1
lead_26500,source1,source1_7
lead_26501,source1,source1_3
lead_26502,source1,source1_7
lead_26503,source1,source1_25
lead_26504,source1,source1_7
lead_26505,source1,source1_3
lead_26506,source1,source1_1
lead_26507,source1,source1_24
lead_26508,source1,source1_7
lead_26509,source1,source1_6
lead_26510,source1,source1_3
lead_26511,source1,source1_2
lead_26512,source1,source1_8
lead_26513,source1,source1_7
lead_26514,source1,source1_3
lead_26515,source1,source1_3
lead_26516,source1,source1_4
lead_26517,source1,source1_3
lead_26518,source1,source1_6
lead_26519,source1,source1_7
lead_26520,source2,source2_2
lead_26521,source1,source1_7
lead_26522,source1,source1_6
lead_26523,source1,source1_4
lead_26524,source1,source1_2
lead_26525,source1,source1_6
lead_26526,source1,source1_4
lead_26527,source1,source1_7
lead_26528,source1,source1_2
lead_26529,source1,source1_3
lead_26530,source1,source1_6
lead_26531,source5,
lead_26532,source1,source1_7
lead_26533,source1,source1_1
lead_26534,source1,source1_7
lead_26535,source1,source1_2
lead_26536,source1,source1_3
lead_26537,source1,source1_4
lead_26538,source2,source2_4
lead_26539,source1,source1_5
lead_26540,source1,source1_4
lead_26541,source1,source1_7
lead_26542,source4,source4_2
lead_26543,source5,
lead_26544,source4,source4_2
lead_26545,source1,source1_6
lead_26546,source1,source1_3
lead_26547,source1,source1_7
lead_26548,source1,source1_7
lead_26549,source1,source1_7
lead_26550,source1,source1_26
lead_26551,source1,source1_4
lead_26552,source2,source2_4
lead_26553,source1,source1_4
lead_26554,source1,source1_7
lead_26555,source5,
lead_26556,source2,source2_4
lead_26557,source5,
lead_26558,source1,source1_4
lead_26559,source1,source1_3
lead_26560,source1,source1_24
lead_26561,source1,source1_6
lead_26562,source1,source1_6
lead_26563,source1,source1_6
lead_26564,source5,
lead_26565,source1,source1_7
lead_26566,source1,source1_6
lead_26567,source1,source1_7
lead_26568,source5,
lead_26569,source1,source1_7
lead_26570,source5,
lead_26571,source1,source1_3
lead_26572,source1,source1_6
lead_26573,source1,source1_6
lead_26574,source1,source1_7
lead_26575,source1,source1_7
lead_26576,source5,
lead_26577,source1,source1_6
lead_26578,source1,source1_7
lead_26579,source1,source1_7
lead_26580,source1,source1_50
lead_26581,source1,source1_6
lead_26582,source1,source1_7
lead_26583,source5,
lead_26584,source1,source1_7
lead_26585,source1,source1_4
lead_26586,source1,source1_6
lead_26587,source1,source1_4
lead_26588,source1,source1_3
lead_26589,source1,source1_3
lead_26590,source1,source1_7
lead_26591,source1,source1_6
lead_26592,source1,source1_3
lead_26593,source1,source1_7
lead_26594,source1,source1_4
lead_26595,source1,source1_7
lead_26596,source1,source1_6
lead_26597,source2,source2_4
lead_26598,source1,source1_3
lead_26599,source1,source1_3
lead_26600,source3,source3_6
lead_26601,source1,source1_15
lead_26602,source1,source1_7
lead_26603,source1,source1_3
lead_26604,source2,source2_4
lead_26605,source1,source1_3
lead_26606,source1,source1_36
lead_26607,source1,source1_6
lead_26608,source1,source1_4
lead_26609,source1,source1_24
lead_26610,source1,source1_7
lead_26611,source1,source1_4
lead_26612,source5,
lead_26613,source2,source2_4
lead_26614,source1,source1_7
lead_26615,source1,source1_10
lead_26616,source1,source1_7
lead_26617,source1,source1_8
lead_26618,source1,source1_4
lead_26619,source1,source1_6
lead_26620,source1,source1_7
lead_26621,source1,source1_3
lead_26622,source1,source1_7
lead_26623,source1,source1_6
lead_26624,source1,source1_3
lead_26625,source1,source1_28
lead_26626,source1,source1_7
lead_26627,source1,source1_6
lead_26628,source5,
lead_26629,source1,source1_4
lead_26630,source2,source2_4
lead_26631,source1,source1_7
lead_26632,source2,source2_4
lead_26633,source2,source2_4
lead_26634,source1,source1_3
lead_26635,source1,source1_3
lead_26636,source1,source1_2
lead_26637,source1,source1_7
lead_26638,source1,source1_4
lead_26639,source1,source1_3
lead_26640,source1,source1_7
lead_26641,source5,
lead_26642,source1,source1_7
lead_26643,source1,source1_3
lead_26644,source1,source1_6
lead_26645,source1,source1_2
lead_26646,source1,source1_6
lead_26647,source5,
lead_26648,source5,
lead_26649,source1,source1_3
lead_26650,source1,source1_7
lead_26651,source1,source1_7
lead_26652,source5,
lead_26653,source1,source1_7
lead_26654,source1,source1_7
lead_26655,source2,source2_4
lead_26656,source5,
lead_26657,source1,source1_2
lead_26658,source1,source1_40
lead_26659,source1,source1_3
lead_26660,source1,source1_24
lead_26661,source1,source1_6
lead_26662,source1,source1_7
lead_26663,source3,source3_6
lead_26664,source1,source1_6
lead_26665,source2,source2_4
lead_26666,source1,source1_7
lead_26667,source1,source1_6
lead_26668,source1,source1_7
lead_26669,source1,source1_2
lead_26670,source1,source1_7
lead_26671,source1,source1_6
lead_26672,source2,source2_4
lead_26673,source1,source1_7
lead_26674,source1,source1_7
lead_26675,source1,source1_7
lead_26676,source2,source2_4
lead_26677,source1,source1_4
lead_26678,source1,source1_3
lead_26679,source1,source1_4
lead_26680,source1,source1_4
lead_26681,source1,source1_3
lead_26682,source1,source1_24
lead_26683,source5,
lead_26684,source1,source1_6
lead_26685,source1,source1_7
lead_26686,source1,source1_3
lead_26687,source1,source1_2
lead_26688,source2,source2_4
lead_26689,source1,source1_6
lead_26690,source3,source3_3
lead_26691,source1,source1_7
lead_26692,source1,source1_4
lead_26693,source2,source2_4
lead_26694,source1,source1_6
lead_26695,source2,source2_4
lead_26696,source1,source1_31
lead_26697,source1,source1_6
lead_26698,source1,source1_6
lead_26699,source1,source1_1
lead_26700,source1,source1_6
lead_26701,source1,source1_6
lead_26702,source1,source1_6
lead_26703,source1,source1_4
lead_26704,source1,source1_2
lead_26705,source1,source1_4
lead_26706,source1,source1_6
lead_26707,source1,source1_6
lead_26708,source1,source1_6
lead_26709,source1,source1_7
lead_26710,source3,source3_6
lead_26711,source5,
lead_26712,source5,
lead_26713,source1,source1_45
lead_26714,source5,
lead_26715,source1,source1_6
lead_26716,source1,source1_7
lead_26717,source1,source1_7
lead_26718,source1,source1_24
lead_26719,source1,source1_2
lead_26720,source1,source1_6
lead_26721,source5,
lead_26722,source1,source1_3
lead_26723,source1,source1_9
lead_26724,source1,source1_2
lead_26725,source1,source1_135
lead_26726,source1,source1_6
lead_26727,source1,source1_6
lead_26728,source1,source1_1
lead_26729,source1,source1_1
lead_26730,source1,source1_6
lead_26731,source1,source1_7
lead_26732,source5,
lead_26733,source3,source3_6
lead_26734,source1,source1_2
lead_26735,source5,
lead_26736,source2,source2_4
lead_26737,source1,source1_7
lead_26738,source3,source3_6
lead_26739,source1,source1_7
lead_26740,source1,source1_7
lead_26741,source1,source1_7
lead_26742,source5,
lead_26743,source3,source3_6
lead_26744,source1,source1_7
lead_26745,source1,source1_3
lead_26746,source1,source1_31
lead_26747,source5,
lead_26748,source1,source1_7
lead_26749,source1,source1_6
lead_26750,source1,source1_6
lead_26751,source1,source1_1
lead_26752,source1,source1_9
lead_26753,source1,source1_1
lead_26754,source1,source1_7
lead_26755,source1,source1_1
lead_26756,source1,source1_6
lead_26757,source1,source1_7
lead_26758,source1,source1_6
lead_26759,source1,source1_7
lead_26760,source1,source1_7
lead_26761,source1,source1_11
lead_26762,source1,source1_7
lead_26763,source1,source1_2
lead_26764,source1,source1_7
lead_26765,source1,source1_3
lead_26766,source1,source1_4
lead_26767,source1,source1_7
lead_26768,source2,source2_4
lead_26769,source1,source1_7
lead_26770,source1,source1_3
lead_26771,source1,source1_3
lead_26772,source1,source1_10
lead_26773,source1,source1_6
lead_26774,source1,source1_4
lead_26775,source1,source1_7
lead_26776,source1,source1_23
lead_26777,source2,source2_4
lead_26778,source1,source1_4
lead_26779,source1,source1_7
lead_26780,source1,source1_3
lead_26781,source1,source1_4
lead_26782,source1,source1_3
lead_26783,source1,source1_6
lead_26784,source1,source1_2
lead_26785,source1,source1_3
lead_26786,source1,source1_2
lead_26787,source1,source1_4
lead_26788,source1,source1_7
lead_26789,source5,
lead_26790,source2,source2_4
lead_26791,source1,source1_6
lead_26792,source5,
lead_26793,source1,source1_1
lead_26794,source1,source1_7
lead_26795,source1,source1_4
lead_26796,source2,source2_4
lead_26797,source5,
lead_26798,source1,source1_4
lead_26799,source1,source1_6
lead_26800,source1,source1_3
lead_26801,source1,source1_7
lead_26802,source1,source1_6
lead_26803,source1,source1_2
lead_26804,source1,source1_3
lead_26805,source1,source1_3
lead_26806,source1,source1_7
lead_26807,source1,source1_11
lead_26808,source1,source1_3
lead_26809,source1,source1_7
lead_26810,source2,source2_4
lead_26811,source1,source1_2
lead_26812,source1,source1_7
lead_26813,source1,source1_6
lead_26814,source5,
lead_26815,source1,source1_3
lead_26816,source1,source1_3
lead_26817,source1,source1_6
lead_26818,source1,source1_7
lead_26819,source1,source1_6
lead_26820,source1,source1_6
lead_26821,source1,source1_4
lead_26822,source1,source1_8
lead_26823,source1,source1_7
lead_26824,source2,source2_4
lead_26825,source1,source1_6
lead_26826,source1,source1_22
lead_26827,source1,source1_6
lead_26828,source1,source1_4
lead_26829,source2,source2_4
lead_26830,source4,source4_3
lead_26831,source2,source2_4
lead_26832,source1,source1_7
lead_26833,source1,source1_3
lead_26834,source1,source1_3
lead_26835,source2,source2_4
lead_26836,source1,source1_6
lead_26837,source1,source1_9
lead_26838,source1,source1_10
lead_26839,source1,source1_2
lead_26840,source1,source1_2
lead_26841,source2,source2_4
lead_26842,source1,source1_6
lead_26843,source1,source1_7
lead_26844,source1,source1_2
lead_26845,source1,source1_7
lead_26846,source3,source3_6
lead_26847,source1,source1_6
lead_26848,source1,source1_24
lead_26849,source1,source1_3
lead_26850,source1,source1_7
lead_26851,source1,source1_6
lead_26852,source1,source1_1
lead_26853,source1,source1_3
lead_26854,source1,source1_6
lead_26855,source1,source1_7
lead_26856,source1,source1_3
lead_26857,source1,source1_3
lead_26858,source1,source1_6
lead_26859,source1,source1_3
lead_26860,source1,source1_4
lead_26861,source5,
lead_26862,source2,source2_4
lead_26863,source1,source1_7
lead_26864,source1,source1_7
lead_26865,source1,source1_6
lead_26866,source1,source1_4
lead_26867,source1,source1_3
lead_26868,source3,source3_6
lead_26869,source3,source3_6
lead_26870,source1,source1_2
lead_26871,source1,source1_7
lead_26872,source1,source1_2
lead_26873,source1,source1_2
lead_26874,source5,
lead_26875,source1,source1_2
lead_26876,source1,source1_2
lead_26877,source5,
lead_26878,source1,source1_7
lead_26879,source1,source1_7
lead_26880,source2,source2_4
lead_26881,source1,source1_6
lead_26882,source1,source1_4
lead_26883,source1,source1_6
lead_26884,source1,source1_6
lead_26885,source1,source1_3
lead_26886,source1,source1_4
lead_26887,source5,
lead_26888,source4,source4_2
lead_26889,source1,source1_6
lead_26890,source1,source1_6
lead_26891,source1,source1_3
lead_26892,source1,source1_7
lead_26893,source1,source1_7
lead_26894,source1,source1_7
lead_26895,source1,source1_7
lead_26896,source1,source1_7
lead_26897,source1,source1_7
lead_26898,source5,
lead_26899,source1,source1_7
lead_26900,source2,source2_4
lead_26901,source1,source1_7
lead_26902,source2,source2_4
lead_26903,source1,source1_4
lead_26904,source1,source1_3
lead_26905,source1,source1_7
lead_26906,source1,source1_23
lead_26907,source1,source1_4
lead_26908,source1,source1_4
lead_26909,source1,source1_2
lead_26910,source5,
lead_26911,source1,source1_7
lead_26912,source1,source1_6
lead_26913,source1,source1_2
lead_26914,source1,source1_7
lead_26915,source1,source1_7
lead_26916,source1,source1_6
lead_26917,source1,source1_36
lead_26918,source1,source1_7
lead_26919,source1,source1_6
lead_26920,source1,source1_6
lead_26921,source1,source1_7
lead_26922,source1,source1_4
lead_26923,source2,source2_3
lead_26924,source5,
lead_26925,source1,source1_6
lead_26926,source1,source1_3
lead_26927,source1,source1_7
lead_26928,source5,
lead_26929,source2,source2_4
lead_26930,source1,source1_7
lead_26931,source1,source1_7
lead_26932,source2,source2_1
lead_26933,source1,source1_7
lead_26934,source5,
lead_26935,source1,source1_3
lead_26936,source1,source1_10
lead_26937,source1,source1_7
lead_26938,source1,source1_2
lead_26939,source1,source1_3
lead_26940,source1,source1_3
lead_26941,source1,source1_3
lead_26942,source1,source1_3
