lead_id,credit_score,current_pincode,current_city,age_band,earning_per_month,credit_limit,credit_utilization,total_credit_cards,home_loan_amount,home_loan_balance_amount,total_home_loans,home_emi,total_cars,car_loan_amount,car_loan_balance_amount
lead_57466,759,400067,Mumbai,50-54,300K-400K,2269400,2727405,12,0,0,0,,1,,
lead_36917,836,560049,Bangalore,40-44,150K-200K,0,0,0,3795000,3519837,1,"36,075/Monthly",0,,
lead_53450,840,400607,Thane,35-39,500K-600K,970000,36863,6,10100000,7875928,1,"69,375/Monthly",0,,
lead_53450,855,560001,Bangalore,40-44,600K and Above,7841000,188086,12,12400000,10159556,2,"69,375/Monthly",0,,
lead_17984,833,400063,Mumbai,30-34,200K-250K,272000,648,2,4531000,4067201,1,"36,931/Monthly",0,,
lead_34503,879,560092,Bangalore,60 and Above,600K and Above,3395000,333698,11,0,0,0,,0,,
lead_53636,760,560034,Bangalore,45-49,600K and Above,3235000,408527,9,35930000,27529884,3,"1,76,251/Monthly",2,,
lead_17142,510,800002,Patna,30-34,30K-40K,0,0,0,0,0,0,,0,,
lead_35084,774,560066,Bangalore,40-44,250K-300K,596000,311805,6,4615000,2793010,1,"52,638/Monthly",1,,
lead_19493,835,700012,Kolkata,45-49,150K-200K,764000,131893,7,0,0,0,,1,500000.0,427394.0
lead_29684,846,560064,Bangalore,40-44,600K and Above,800000,226834,7,0,0,0,,0,,
lead_29684,846,560064,Bangalore,40-44,600K and Above,800000,219175,7,0,0,0,,0,,
lead_46087,813,560068,Bangalore,35-39,200K-250K,180000,2,2,4897002,4868826,1,"40,095/Monthly",0,,
lead_30812,850,560063,Bangalore,45-49,500K-600K,4585000,416076,12,11087566,8730872,2,"46,967/Monthly",0,,
lead_30812,850,560063,Bangalore,45-49,500K-600K,4585000,416076,12,11087566,8730872,2,"46,967/Monthly",0,,
lead_53714,855,560103,Bangalore,50-54,600K and Above,2135826,194932,3,64145988,29654097,2,"3,56,846/Monthly",0,,
lead_14227,786,560066,Bangalore,20-24,300K-400K,4013000,630983,14,0,0,0,,3,,
lead_14227,786,560066,Bangalore,20-24,300K-400K,4199000,644345,15,0,0,0,,3,2478168.0,1366985.0
lead_49994,844,500014,Hyderabad,40-44,150K-200K,475000,130,3,3500000,2181040,1,"29,666/Monthly",0,,
lead_49994,844,560001,Bangalore,40-44,150K-200K,475000,7511,3,3500000,2137635,1,"29,666/Monthly",0,,
lead_43251,782,560077,Bangalore,50-54,200K-250K,0,0,0,4726652,1944152,1,"69,900/Monthly",0,,
lead_39030,773,560068,Bangalore,40-44,150K-200K,0,0,0,0,0,0,,3,,
lead_10842,829,560043,Bangalore,40-44,250K-300K,300000,33529,3,5191000,5150809,1,"64,084/Monthly",0,,
lead_44574,869,560087,Bangalore,35-39,150K-200K,460000,13896,4,0,0,0,,0,,
lead_1244,862,560024,Bangalore,35-39,300K-400K,140000,553,1,0,0,0,,0,,
lead_61075,840,560078,Bangalore,40-44,500K-600K,800000,195454,4,10238000,5978942,1,"82,911/Monthly",0,,
lead_27360,804,560024,Bangalore,45-49,300K-400K,4140000,1237681,13,0,0,0,,2,,
lead_45170,834,560066,Bangalore,45-49,150K-200K,830000,30557,4,5105000,1196164,3,"11,475/Monthly",0,,
lead_29613,792,560024,Bangalore,50-54,400K-500K,2246259,713856,7,0,0,0,,0,,
lead_39683,731,560043,Bangalore,45-49,200K and 250K,120000,0,1,4195000,4040374,1,,0,,
lead_18446,780,604306,Villupuram,45-49,70K-80K,158000,0,1,0,0,0,,0,,
lead_15054,758,600041,Kanchipuram,Less than 20,30K-40K,0,0,0,0,0,0,,0,,
lead_17867,808,600031,Chennai,35-39,200K-250K,420000,323769,6,468512,234348,1,,0,,
lead_36884,796,560068,Bangalore,25-29,250K-300K,0,0,0,5384000,5230970,1,"67,043/Monthly",0,,
lead_38780,835,560068,Bangalore,40-44,150K-200K,779000,300113,5,2880000,512162,1,"1,502/Monthly",2,,
lead_15157,745,638451,Erode,40-44,50K-60K,0,0,0,0,0,0,,0,,
lead_16702,879,560098,Bangalore,Less than 20,500K-600K,1885000,141474,5,0,0,0,,0,,
lead_20285,839,560003,Bangalore,Less than 20,100K and 150K,470000,-932,3,0,0,0,,1,800000.0,0.0
lead_49864,757,560025,Bangalore,45-49,600K and Above,3446000,1129094,4,46300000,34387865,3,,0,,
lead_44218,805,560087,Bangalore,45-49,250K-300K,0,0,0,3315175,2861912,1,"29,382/Monthly",0,,
lead_22501,830,560040,Bangalore,55-59,300K-400K,50000,-1,1,3800000,3703146,1,"39,307/Monthly",8,10549000.0,1687285.0
lead_14895,717,560079,Bangalore,20-24,60K-70K,128000,50961,1,0,0,0,,0,,
lead_19673,752,560004,Bangalore,50-54,40K-50K,271000,77165,6,0,0,0,,0,,
lead_4290,877,560043,Bangalore,20-24,300K-400K,680000,0,6,0,0,0,,0,,
lead_42447,844,560066,Bangalore,50-54,150K-200K,402298,-10552,4,3553243,348163,1,"15,456/Monthly",0,,
lead_19248,736,574142,Dakshina Kannada,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_8050,823,560051,Bangalore,Less than 20,40K-50K,0,-100,1,0,0,0,,0,,
lead_19220,824,560054,Bangalore,35-39,250K-300K,0,0,0,5000000,740137,1,"50,000/Monthly",0,,
lead_27317,845,560097,Bangalore,35-39,300K-400K,2216000,164661,8,13249354,8404901,3,"64,063/Monthly",0,,
lead_9415,15,577005,Davangere,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_8226,836,560024,Bangalore,45-49,300K-400K,0,9068,2,7299500,4876951,1,"70,542/Monthly",3,4406761,0
lead_9069,768,560054,Bangalore,50-54,300K-400K,246000,179115,5,3689000,2911825,2,"15,403/Monthly",3,3451887.0,0.0
lead_19659,786,580020,Dharwad,20-24,50K-60K,0,0,0,0,0,0,,0,,
lead_19137,770,561213,Chikkaballapur,50-54,70K-80K,0,0,0,0,0,0,,0,,
lead_53771,827,560085,Bangalore,35-39,500K-600K,720000,293968,7,11000000,3101998,1,"65,000/Monthly",0,,
lead_62450,868,560042,Bangalore,55-59,600K and Above,1112000,21237,3,0,0,0,,0,,
lead_28353,786,560097,Bangalore,40-44,600K and Above,390000,36935,4,28040000,24901656,2,"1,00,000/Monthly",2,1450000.0,0.0
lead_16201,18,560003,Bangalore,60 and Above,40K-50K,0,0,0,0,0,0,,1,50000.0,0.0
lead_6397,858,560077,Bangalore,25-29,300K-400K,206000,11473,2,0,0,0,,0,,
lead_9353,845,560100,Bangalore,30-34,300K-400K,3730000,275221,12,0,0,0,,0,,
lead_9620,510,560075,Bangalore,55-59,100K and 150K,0,0,0,0,0,0,,0,,
lead_15643,841,560072,Bangalore,50-54,150K-200K,250000,44672,4,0,0,0,,0,,
lead_21998,859,560037,Bangalore,45-49,500K-600K,1100000,84417,2,1803938,45650,1,"15,827/Monthly",0,,
lead_16703,510,577205,Shivamogga,25-29,40K-50K,0,0,0,0,0,0,,0,,
lead_5729,835,560064,Bangalore,40-44,400K-500K,585000,230775,3,8500000,6214074,1,"80,000/Monthly",0,0,0
lead_19324,18,560033,Bangalore,45-49,150K-200K,0,0,0,0,0,0,,0,,
lead_41688,812,560066,Bangalore,30-34,200K-250K,899000,56275,5,0,0,0,,1,,
lead_16064,851,560037,Bangalore,55-59,100K and 150K,252000,36724,2,0,0,0,,0,,
lead_15074,838,560003,Bangalore,25-29,100K and 150K,0,0,0,0,0,0,,6,4074000.0,0.0
lead_17675,18,560001,Bangalore,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_19558,845,560001,Bangalore,60 and Above,100K and 150K,10000,-5920,2,0,0,0,,0,,
lead_15778,16,577002,Davangere,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_20213,770,580025,Dharwad,45-49,40K-50K,0,0,0,0,0,0,,0,,
lead_15759,763,535250,Vizianagaram,25-29,60K-70K,102000,63839,2,0,0,0,,0,,
lead_35732,875,560077,Bangalore,50-54,150K-200K,579200,59091,3,0,0,0,,0,,
lead_19861,843,560003,Bangalore,Less than 20,100K and 150K,270000,118798,3,0,0,0,,0,,
lead_16229,510,561203,Bangalore,55-59,70K-80K,0,0,0,0,0,0,,0,,
lead_14241,804,560068,Bangalore,35-39,500K-600K,1000000,94884,1,0,0,0,,1,,
lead_16482,510,560102,Bangalore,55-59,250K-300K,500000,235845,3,0,0,0,,0,,
lead_29860,802,560092,Bangalore,55-59,300K-400K,2098000,119192,6,7048000,6744957,2,"33,669/Monthly",1,,
lead_29860,812,560092,Bangalore,55-59,300K-400K,2098000,69293,6,7048000,6744957,2,"33,669/Monthly",1,,
lead_29860,812,560092,Bangalore,Less than 20,300K-400K,2098000,77965,6,7048000,6744957,2,"33,669/Monthly",1,800000,0
lead_9157,811,560025,Bangalore,25-29,300K-400K,4886000,487279,13,0,0,0,,0,,
lead_4518,791,560097,Bangalore,50-54,300K-400K,4866500,4012018,23,0,0,0,,0,,
lead_4518,818,560035,Bangalore,50-54,300K-400K,4961000,3331779,25,0,0,0,,0,,
lead_16695,765,560060,Bangalore,35-39,250K-300K,0,0,0,5600000,5167024,1,"46,418/Monthly",0,,
lead_17899,16,560102,Bangalore,40-44,70K-80K,0,58509,2,0,0,0,,0,,
lead_43746,835,560098,Bangalore,40-44,200K-250K,3039000,141330,16,0,0,0,,0,,
lead_44827,795,560098,Bangalore,35-39,150K-200K,271000,345829,6,3340000,3176840,2,"2,937/Monthly",0,,
lead_15367,752,572135,Tumakuru,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_18177,808,560009,Bangalore,35-39,Less than 30K,200000,11249,4,0,0,0,,0,,
lead_15951,851,560001,Bangalore,20-24,150K-200K,0,0,0,0,0,0,,5,5250000.0,0.0
lead_21014,749,560016,Bangalore,30-34,50K-60K,35000,16841,1,0,0,0,,0,,
lead_27808,855,560097,Bangalore,45-49,300K-400K,1000000,14592,5,6600000,2055836,1,"69,479/Monthly",1,710000.0,0.0
lead_33721,762,560060,Bangalore,55-59,70K-80K,0,0,0,0,0,0,,4,1893449.0,30517.0
lead_16308,763,560091,Bangalore,40-44,80K-100K,0,0,0,0,0,0,,0,,
lead_14934,777,560060,Bangalore,45-49,250K-300K,0,0,0,5000000,3315110,1,"60,640/Monthly",0,,
lead_20114,616,572213,Tumakuru,40-44,80K-100K,0,0,0,0,0,0,,0,,
lead_16117,510,560070,Bangalore,55-59,150K-200K,100000,57504,2,0,0,0,,0,,
lead_5490,796,560077,Bangalore,45-49,400K-500K,800000,994446,3,3463770,3384322,2,,4,,
lead_17501,752,560078,Bangalore,50-54,500K-600K,0,0,0,10000000,8666751,1,"93,350/Monthly",0,,
lead_3802,885,560043,Bangalore,40-44,400K-500K,3227000,113209,9,0,0,0,,0,,
lead_3802,885,560043,Bangalore,40-44,400K-500K,3227000,146588,9,0,0,0,,0,,
lead_36760,869,560087,Bangalore,40-44,150K-200K,10000,0,2,3466741,392290,1,,1,,
lead_9103,549,583283,Koppal,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_33778,858,560100,Bangalore,40-44,500K-600K,4189000,158437,12,0,0,0,,1,1140000.0,0.0
lead_9084,549,570008,Mysuru,45-49,60K-70K,0,0,0,0,0,0,,2,800000.0,461168.0
lead_14336,829,560040,Bangalore,35-39,300K-400K,1489000,36112,3,0,0,0,,0,,
lead_45010,753,560098,Bangalore,35-39,150K-200K,0,0,0,1459600,0,1,"30,052/Monthly",1,,
lead_3586,757,560064,Bangalore,40-44,250K-300K,1152000,1201536,9,400000,397925,1,"3,548/Monthly",1,550000,0
lead_38585,808,562109,Ramanagar,50-54,150K-200K,500000,11904,2,0,0,0,,1,,
lead_9258,755,575030,Dakshina Kannada,55-59,70K-80K,0,0,0,0,0,0,,0,,
lead_33890,856,560066,Bangalore,Less than 20,200K-250K,116000,5766,3,4000000,3415210,1,"39,273/Monthly",1,700000.0,0.0
lead_14702,629,581104,Haveri,35-39,70K-80K,0,0,0,0,0,0,,0,,
lead_40216,820,560066,Bangalore,35-39,200K-250K,304000,-37817,2,3640000,758545,1,"40,000/Monthly",2,,
lead_40216,820,560066,Bangalore,35-39,200K-250K,304000,-37817,2,3640000,758545,1,"40,000/Monthly",2,,
lead_21525,741,560068,Bangalore,35-39,60K-70K,22000,21831,2,1200000,1157959,1,"15,580/Monthly",0,,
lead_17777,851,560040,Bangalore,35-39,400K-500K,2224000,31488,6,4604000,3242954,1,"48,536/Monthly",1,797000.0,0.0
lead_15768,800,560092,Bangalore,30-34,500K-600K,1800000,40460,2,0,0,0,,0,,
lead_17351,729,560010,Bangalore,40-44,80K-100K,0,0,2,0,0,0,,0,,
lead_46719,824,560064,Bangalore,35-39,200K and 250K,729000,432157,5,0,0,0,,2,,
lead_40794,788,560077,Bangalore,40-44,200K-250K,1420000,6970,5,2640000,538807,1,,3,,
lead_40794,788,560077,Bangalore,40-44,200K-250K,1420000,6970,5,2640000,538807,1,,3,,
lead_40794,788,560077,Bangalore,40-44,200K-250K,1420000,10016,5,2640000,538807,1,,3,1712598,168935
lead_3095,796,560097,Bangalore,35-39,250K-300K,0,0,0,5000000,3290804,1,"43,443/Monthly",0,,
lead_35265,686,560043,Bangalore,35-39,250K-300K,3761000,100120,16,0,0,0,,0,,
lead_10326,804,560043,Bangalore,35-39,400K-500K,369000,25692,3,4500000,3870182,1,"37,981/Monthly",0,,
lead_9582,834,560062,Bangalore,40-44,250K-300K,0,0,0,4816425,488731,1,"47,280/Monthly",0,,
lead_15946,18,572106,Tumakuru,35-39,40K-50K,0,0,0,0,0,0,,0,,
lead_48038,822,560066,Bangalore,30-34,200K-250K,1780000,238202,9,0,0,0,,0,,
lead_17700,757,583102,Bellary,55-59,Less than 30K,0,0,0,0,0,0,,0,,
lead_10150,855,560043,Bangalore,55-59,300K-400K,1147872,51841,10,19303510,4052268,4,"84,491/Monthly",1,,
lead_10150,855,560043,Bangalore,55-59,300K-400K,867936,35607,9,19303510,4036398,4,"84,491/Monthly",1,460000.0,0.0
lead_61111,792,560010,Bangalore,30-34,600K and Above,715000,137583,4,8014200,7939317,1,"70,579/Monthly",0,,
lead_42412,772,560068,Bangalore,35-39,150K-200K,45000,-63,1,3699500,3555326,1,"30,191/Monthly",0,,
lead_17180,588,577501,Chitradurga,30-34,70K-80K,0,0,0,0,0,0,,0,,
lead_14684,510,560068,Bangalore,50-54,40K-50K,0,0,0,0,0,0,,0,,
lead_3018,824,560077,Bangalore,45-49,600K and Above,4091000,1821807,13,4393304,4350958,1,"42,591/Monthly",3,,
lead_3018,855,560077,Bangalore,55-59,600K and Above,4391000,1431461,14,4393304,4340701,1,"42,591/Monthly",3,,
lead_41033,824,560061,Bangalore,35-39,150K-200K,279000,16373,3,0,0,0,,0,,
lead_39623,698,560043,Bangalore,40-44,150K-200K,0,0,0,0,0,0,,0,,
lead_48193,840,560066,Bangalore,40-44,150K-200K,600000,10409,4,0,0,0,,0,,
lead_48193,835,560016,Bangalore,40-44,300K-400K,3983000,350466,18,2300000,727360,1,"22,425/Monthly",0,,
lead_19636,645,574226,Dakshina Kannada,45-49,60K-70K,0,0,0,0,0,0,,0,,
lead_48413,808,560077,Bangalore,35-39,150K-200K,45000,4342,2,3000000,999970,1,,0,,
lead_48413,808,560077,Bangalore,35-39,150K-200K,45000,15396,2,3000000,999970,1,,0,,
lead_19331,757,560062,Bangalore,40-44,50K-60K,0,0,0,0,0,0,,3,1364000.0,693674.0
lead_19232,777,560095,Bangalore,40-44,250K-300K,1200000,90762,5,0,0,0,,1,750000.0,0.0
lead_6162,791,560043,Bangalore,30-34,300K-400K,2436500,102290,11,0,0,0,,2,2724000.0,1212361.0
lead_7513,713,560043,Bangalore,35-39,300K-400K,216000,1062,3,4681203,295599,1,0/Monthly,0,,
lead_25956,814,560097,Bangalore,40-44,250K-300K,0,0,0,5276518,1934053,1,"19,733/Monthly",0,,
lead_59008,855,560037,Bangalore,35-39,300K-400K,1987500,304256,11,7100000,4869587,1,"65,325/Monthly",2,,
lead_59008,855,560078,Bangalore,35-39,300K-400K,1987500,363500,11,7100000,4897064,1,"65,325/Monthly",2,,
lead_42501,827,560043,Bangalore,35-39,250K-300K,1364555,183226,5,0,0,0,,0,,
lead_853,879,560097,Bangalore,40-44,300K-400K,2865000,121724,9,5343389,367342,1,,0,,
lead_36720,854,560087,Bangalore,35-39,200K-250K,560000,12897,3,2989066,-74701,1,,0,,
lead_20522,839,560066,Bangalore,40-44,250K-300K,580000,13693,2,0,0,0,,0,,
lead_43510,754,560064,Bangalore,50-54,150K and 200K,935000,845242,7,6400000,3358171,2,,2,,
lead_9628,812,560078,Bangalore,40-44,70K-80K,145200,14257,2,0,0,0,,1,740000.0,0.0
lead_34863,786,560077,Bangalore,50-54,600K and Above,2890000,805817,11,10000000,2418988,1,"85,000/Monthly",0,,
lead_21154,714,560006,Bangalore,45-49,300K-400K,0,0,0,6000000,5984318,1,"54,570/Monthly",0,,
lead_40205,704,560061,Bangalore,35-39,250K-300K,0,0,0,5065000,5016836,1,"43,711/Monthly",2,,
lead_2487,830,560064,Bangalore,50-54,300K-400K,0,0,0,7132350,6693416,1,"78,778/Monthly",0,,
lead_18059,510,560056,Bangalore,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_62484,741,560047,Bangalore,40-44,500K-600K,540000,401096,5,10000000,7728147,1,"87,734/Monthly",2,,
lead_59207,836,560103,Bangalore,35-39,500K-600K,1950000,12606,6,3360000,3196163,1,"42,020/Monthly",0,,
lead_25512,814,560092,Bangalore,40-44,250K-300K,800000,116144,2,2400000,299995,1,"24,535/Monthly",0,,
lead_25235,830,560064,Bangalore,35-39,250K-300K,2514000,86595,12,0,0,0,,0,,
lead_49842,809,560102,Bangalore,35-39,500K-600K,882000,39228,2,10000000,6435540,1,"59,054/Monthly",0,,
lead_1355,695,560064,Bangalore,40-44,300K-400K,1482000,512837,14,7260735,7102614,2,"39,606/Weekly",1,146000.0,0.0
lead_1563,804,562123,Bangalore,40-44,250K-300K,915357,496903,5,0,0,0,,1,900000.0,15990.0
lead_26070,510,560092,Bangalore,40-44,250K-300K,330500,144681,4,0,0,0,,1,612000.0,0.0
lead_28511,830,560045,Bangalore,35-39,400K-500K,0,0,0,0,0,0,,0,,
lead_17851,14,560098,Bangalore,Less than 20,150K-200K,600000,95794,10,0,0,0,,0,,
lead_45128,733,560068,Bangalore,45-49,150K-200K,556000,48859,3,0,0,0,,0,,
lead_18802,16,560003,Bangalore,Less than 20,30K-40K,0,0,0,0,0,0,,0,,
lead_59362,689,560072,Bangalore,50-54,500K-600K,3921000,1125487,9,0,0,0,,3,,
lead_9453,820,515414,Ananthapur,25-29,300K-400K,1650000,401286,7,0,0,0,,0,,
lead_9453,820,515414,Ananthapur,25-29,300K-400K,2150000,96410,8,0,0,0,,0,,
lead_17750,813,560011,Bangalore,35-39,300K-400K,2308730,576774,8,0,0,0,,1,520000.0,0.0
lead_15281,885,400050,Mumbai,55-59,500K-600K,3440000,212841,5,10000000,0,1,,0,,
lead_53504,855,560103,Bangalore,45-49,500K-600K,1050000,261343,1,9673000,5765834,2,"11,999/Monthly",2,,
lead_8065,18,560004,Bangalore,45-49,300K-400K,0,0,0,0,0,0,,0,,
lead_15669,762,573136,Hassan,55-59,70K-80K,0,0,0,3500000,3620599,3,"4,229/Monthly",0,,
lead_30564,765,560064,Bangalore,35-39,300K-400K,0,0,0,6573000,6306802,1,,0,,
lead_21354,806,591123,Belagavi,30-34,100K and 150K,310000,8498,2,0,0,0,,0,,
lead_58165,834,560102,Bangalore,40-44,400K-500K,1790000,44423,5,1733633,1038176,1,,0,,
lead_5534,702,560045,Bangalore,45-49,400K-500K,592000,73790,3,0,0,0,,1,,
lead_18279,864,560025,Bangalore,50-54,300K-400K,1265000,39620,8,0,0,0,,0,,
lead_14318,731,562129,Bangalore,35-39,600K and Above,264000,147721,6,0,0,0,,3,,
lead_10305,829,560043,Bangalore,45-49,600K and Above,12619500,1866503,25,21621750,21184940,1,,1,,
lead_27678,855,560097,Bangalore,50-54,250K-300K,1294339,348749,5,4000000,3217616,1,"35,857/Monthly",2,,
lead_34745,785,560064,Bangalore,45-49,500K-600K,0,26341,2,0,0,0,,0,,
lead_34745,861,560064,Bangalore,45-49,500K-600K,0,26341,2,0,0,0,,0,,
lead_15476,743,570008,Mysuru,30-34,70K-80K,0,0,0,0,0,0,,0,,
lead_17944,808,560103,Bangalore,40-44,80K-100K,180000,13047,1,0,0,0,,0,,
lead_21453,510,500032,Rangareddy,50-54,250K-300K,98000,98626,5,0,0,0,,2,1511000.0,0.0
lead_18835,593,560043,Bangalore,50-54,150K-200K,1558000,582848,6,0,0,0,,0,,
lead_53563,844,560078,Bangalore,45-49,600K and Above,1242000,259693,2,13698750,1069189,1,"11,885/Monthly",4,,
lead_43378,785,560066,Bangalore,45-49,150K-200K,0,0,0,0,0,0,,1,,
lead_18949,715,576219,Udupi,30-34,70K-80K,0,0,0,0,0,0,,0,,
lead_9123,667,585309,Kalaburagi,25-29,50K-60K,0,0,0,0,0,0,,0,,
lead_18230,515,560043,Bangalore,50-54,150K-200K,132000,16699,1,0,0,0,,1,1510000.0,0.0
lead_18641,789,560064,Bangalore,45-49,150K-200K,0,0,0,7650000,6374040,3,"27,476/Monthly",1,1068489.0,866482.0
lead_16175,752,560020,Bangalore,25-29,100K and 150K,0,0,0,0,0,0,,0,,
lead_13986,794,560008,Bangalore,30-34,300K-400K,1499000,280761,9,0,0,0,,1,,
lead_13986,794,560008,Bangalore,30-34,300K-400K,1499000,280761,9,0,0,0,,1,,
lead_9900,825,560043,Bangalore,25-29,500K-600K,1045000,40910,4,0,0,0,,0,,
lead_38807,885,560061,Bangalore,25-29,250K-300K,500000,0,1,0,0,0,,0,,
lead_57394,836,560103,Bangalore,40-44,300K-400K,1208000,7479,5,0,0,0,,0,,
lead_38975,885,560066,Bangalore,30-34,200K-250K,450000,45715,6,0,0,0,,2,,
lead_38975,861,560066,Bangalore,30-34,200K-250K,450000,93245,6,0,0,0,0,2,1150000,0
lead_2007,855,560043,Bangalore,45-49,300K-400K,148000,64623,5,6160000,3571906,1,"26,783/Monthly",2,2090041.0,1212350.0
lead_50126,872,560066,Bangalore,55-59,600K and Above,7500000,131717,9,0,0,0,,0,,
lead_18345,610,560037,Bangalore,50-54,300K-400K,229000,107460,2,0,0,0,,3,2600000.0,0.0
lead_6851,855,560043,Bangalore,60 and Above,400K-500K,2396000,459880,6,0,0,0,,0,,
lead_20503,510,591312,Belagavi,35-39,100K and 150K,0,0,0,0,0,0,,3,2064000.0,146094.0
lead_19197,799,560078,Bangalore,50-54,150K-200K,900000,394609,8,0,0,0,,1,234598.0,0.0
lead_9221,855,560008,Bangalore,Less than 20,500K-600K,3100000,352102,3,8765000,8402271,1,"1,58,817/Monthly",0,,
lead_62396,861,560042,Bangalore,45-49,600K and Above,6873750,2707210,12,53500000,47161927,2,"2,56,809/Monthly",3,,
lead_15924,796,560102,Bangalore,45-49,600K and Above,0,0,0,15791916,8751513,1,"87,614/Monthly",0,,
lead_9538,838,560020,Bangalore,Less than 20,150K-200K,113000,17642,2,0,0,0,,1,446320.0,0.0
lead_5721,807,560092,Bangalore,40-44,250K-300K,504000,90516,3,0,0,0,,0,,
lead_22857,769,600113,Chennai,35-39,250K-300K,320000,71738,3,0,0,0,,1,2500000.0,2350038.0
lead_43324,855,560097,Bangalore,55-59,150K-200K,1507000,29808,5,3000000,1418267,1,"33,882/Monthly",0,,
lead_21399,824,560102,Bangalore,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_21399,824,560102,Bangalore,50-54,60K-70K,0,0,0,0,0,0,,0,,
lead_62340,850,560008,Bangalore,40-44,600K and Above,961000,373320,4,26794343,24565830,1,"2,64,699/Monthly",0,,
lead_23206,16,560001,Bangalore,45-49,100K and 150K,0,0,1,0,0,0,,1,559000.0,0.0
lead_30007,850,560092,Bangalore,50-54,600K and Above,9429000,157306,10,0,0,0,,0,,
lead_30007,826,560092,Bangalore,50-54,600K and Above,9479000,52806,11,0,0,0,,0,,
lead_1988,700,560043,Bangalore,25-29,500K-600K,500000,170284,4,0,0,0,,0,,
lead_19425,598,585421,Bidar,30-34,40K-50K,0,0,0,0,0,0,,0,,
lead_15105,875,560076,Bangalore,40-44,100K and 150K,1294000,38783,9,2490000,1500245,1,,0,,
lead_62451,788,560097,Bangalore,50-54,150K-200K,75000,49918,1,2330000,2011152,1,,0,,
lead_62451,879,560097,Bangalore,55-59,500K-600K,4073500,382625,11,2330000,2011152,1,,3,,
lead_34844,868,560024,Bangalore,50-54,600K and Above,17500000,1202367,9,0,0,0,,1,,
lead_19185,510,560099,Bangalore,25-29,60K-70K,0,0,0,0,0,0,,0,,
lead_19431,757,560038,Bangalore,55-59,150K-200K,3576000,738793,24,0,0,0,,0,,
lead_20929,510,560026,Bangalore,45-49,30K-40K,0,212527,4,0,0,0,,0,,
lead_58153,588,560103,Bangalore,55-59,300K-400K,925000,46061,7,14419400,8428143,2,"1,58,385/Monthly",3,,
lead_15620,738,560076,Bangalore,60 and Above,300K-400K,3184000,627218,9,0,0,0,,2,1501000.0,0.0
lead_14987,787,560001,Bangalore,35-39,150K-200K,298000,72311,4,3675355,3038477,2,638/Monthly,0,,
lead_58714,725,560066,Bangalore,50-54,300K-400K,2487700,1170313,18,7300000,2030656,1,"14,488/Monthly",0,,
lead_16086,662,560078,Bangalore,35-39,200K-250K,345000,231488,6,0,0,0,,2,2745505.0,1185902.0
lead_1032,786,560043,Bangalore,50-54,250K-300K,2217000,561575,8,9900000,7057786,2,"56,846/Monthly",0,,
lead_1032,786,560043,Bangalore,50-54,250K-300K,2217000,561575,8,9900000,7100861,2,"56,846/Monthly",0,,
lead_46454,845,560043,Bangalore,45-49,150K-200K,920000,34225,3,0,0,0,,0,,
lead_46454,845,560043,Bangalore,45-49,150K-200K,920000,34225,3,0,0,0,,0,,
lead_26997,855,560045,Bangalore,50-54,300K-400K,1292000,295453,7,7500000,3393740,1,"72,546/Monthly",0,,
lead_35426,621,560068,Bangalore,55-59,150K-200K,144000,79131,1,4800000,2364887,2,"39,436/Monthly",1,,
lead_35426,569,560001,Bangalore,55-59,150K-200K,144000,79131,1,4800000,2413582,2,"39,436/Monthly",1,,
lead_16109,805,560091,Bangalore,25-29,600K and Above,0,0,0,30900000,26145117,1,,0,,
lead_62411,853,560008,Bangalore,50-54,600K and Above,5600000,633092,9,0,0,0,,0,,
lead_19409,667,560079,Bangalore,30-34,50K-60K,100000,85916,1,0,0,0,,0,,
lead_53644,879,560064,Bangalore,45-49,600K and Above,675000,0,2,0,0,0,,2,,
lead_19862,885,560092,Bangalore,Less than 20,600K and Above,1910500,47453,8,0,0,0,,2,23891861.0,6071662.0
lead_49781,855,560078,Bangalore,45-49,500K-600K,2066000,109958,10,21412969,20384511,3,"1,09,641/Monthly",1,,
lead_30526,846,560043,Bangalore,50-54,400K-500K,1530000,480997,5,0,0,0,,0,,
lead_14145,817,560032,Bangalore,25-29,400K-500K,1035000,210378,6,0,0,0,,0,,
lead_33765,750,560060,Bangalore,45-49,200K-250K,600000,361704,5,4115001,4069842,2,"1,409/Monthly",2,464000.0,0.0
lead_62413,864,560050,Bangalore,50-54,500K-600K,2000000,94983,3,0,0,0,,1,,
lead_15948,705,560004,Bangalore,50-54,400K-500K,72000,22993,2,0,0,0,,1,,
lead_2444,879,560043,Bangalore,45-49,600K and Above,8251427,396467,12,0,0,0,,2,,
lead_15391,770,670103,Kannur,45-49,100K and 150K,270000,179689,3,2400000,50067,1,,1,608000.0,0.0
lead_33795,784,560070,Bangalore,50-54,600K and Above,360000,102550,4,23600000,16449595,1,"1,59,648/Monthly",0,,
lead_16731,861,560008,Bangalore,50-54,150K-200K,1566000,101762,7,0,0,0,,2,1465000.0,0.0
